772, 55, 5.24, 58
773, 54, 2.83, 58
774, 71, 4.62, 76
775, 56, 1.18, 61
776, 55, 1.32, 60
777, 55, 4.51, 59
778, 59, 9.59, 63
779, 55, 13.65, 60
780, 56, 11.96, 61
781, 54, 6.36, 57
782, 53, 8.13, 56
783, 54, 8.87, 57
784, 54, 10.24, 57
785, 54, 8.94, 57
786, 54, 10.86, 57
787, 54, 6.89, 57
788, 54, 8.76, 57
789, 53, 4.89, 56
790, 53, 9.40, 56
791, 54, 8.65, 57
792, 53, 8.37, 56
793, 54, 6.69, 57
794, 54, 14.39, 57
795, 54, 5.38, 57
796, 53, 11.13, 56
797, 54, 2.93, 57
798, 54, 4.73, 57
799, 54, 8.90, 57
800, 53, 6.01, 56
801, 55, 8.26, 58
802, 54, 6.99, 57
803, 53, 13.46, 56
804, 54, 6.99, 57
805, 54, 5.14, 57
806, 53, 6.54, 56
807, 54, 6.00, 57
808, 54, 6.53, 57
809, 53, 10.73, 56
810, 54, 12.36, 57
811, 54, 10.14, 57
812, 53, 11.71, 56
813, 55, 8.68, 58
814, 54, 9.93, 57
815, 53, 10.18, 56
816, 54, 7.90, 57
817, 55, 9.23, 58
818, 54, 8.93, 57
819, 53, 10.00, 56
820, 54, 13.76, 57
821, 54, 6.59, 57
822, 53, 8.77, 56
823, 54, 8.62, 57
824, 54, 10.53, 57
825, 53, 7.27, 56
826, 54, 7.46, 57
827, 54, 4.38, 57
828, 53, 6.77, 56
829, 54, 3.15, 57
830, 54, 10.89, 57
831, 53, 7.59, 56
832, 55, 9.50, 58
833, 54, 13.32, 57
834, 54, 8.81, 57
835, 53, 6.42, 56
836, 54, 10.85, 57
837, 54, 8.27, 57
838, 54, 8.88, 57
839, 53, 9.11, 56
840, 54, 9.20, 57
841, 54, 6.54, 57
842, 54, 7.60, 57
843, 53, 8.95, 56
844, 54, 5.81, 57
845, 54, 9.51, 57
846, 53, 10.72, 56
847, 55, 6.81, 58
848, 54, 8.55, 57
849, 54, 9.11, 57
850, 53, 12.91, 56
851, 54, 14.60, 57
852, 54, 14.05, 57
853, 53, 5.66, 56
854, 53, 9.83, 56
855, 54, 7.99, 57
856, 54, 6.41, 57
857, 54, 10.27, 57
858, 53, 12.98, 56
859, 54, 7.59, 57
860, 54, 7.84, 57
861, 54, 8.61, 57
862, 53, 13.49, 56
863, 55, 8.15, 58
864, 54, 7.31, 57
865, 53, 10.57, 56
866, 54, 14.61, 57
867, 54, 12.90, 57
868, 53, 13.51, 56
869, 54, 9.01, 57
870, 54, 10.14, 57
871, 54, 13.82, 57
872, 53, 12.64, 56
873, 54, 17.09, 57
874, 53, 7.84, 56
875, 56, 8.08, 60
876, 54, 11.21, 57
877, 54, 9.34, 57
878, 54, 7.61, 57
879, 54, 5.23, 57
880, 54, 15.27, 57
881, 53, 14.27, 56
882, 54, 16.01, 57
883, 54, 5.31, 57
884, 54, 10.68, 57
885, 53, 6.79, 56
886, 54, 10.20, 57
887, 54, 9.84, 57
888, 54, 9.11, 57
889, 53, 6.55, 56
890, 54, 8.31, 57
891, 54, 5.91, 57
892, 53, 10.31, 56
893, 54, 7.09, 57
894, 55, 11.70, 58
895, 53, 13.37, 56
896, 54, 15.05, 57
897, 54, 11.93, 57
898, 53, 18.72, 56
899, 54, 11.77, 57
900, 54, 14.76, 57
901, 54, 12.21, 57
902, 53, 14.17, 56
903, 54, 14.13, 57
904, 54, 13.13, 57
905, 53, 6.59, 56
906, 54, 10.96, 57
907, 54, 10.03, 57
908, 54, 11.05, 57
909, 54, 9.05, 57
910, 54, 15.17, 57
911, 54, 7.93, 57
912, 53, 8.85, 56
913, 54, 12.11, 57
914, 54, 10.00, 57
915, 54, 10.23, 57
916, 52, 9.44, 55
917, 54, 6.30, 57
918, 54, 18.29, 57
919, 53, 5.45, 56
920, 54, 12.02, 57
921, 54, 8.16, 57
922, 54, 8.89, 57
923, 53, 7.30, 56
924, 55, 8.06, 58
925, 54, 10.94, 57
926, 54, 5.51, 57
927, 53, 12.85, 56
928, 54, 13.91, 57
929, 54, 6.51, 57
930, 53, 7.78, 56
931, 54, 6.99, 57
932, 54, 14.25, 57
933, 53, 6.49, 56
934, 54, 9.93, 57
935, 54, 7.45, 57
936, 55, 8.59, 58
937, 53, 9.10, 56
938, 54, 11.56, 57
939, 54, 8.07, 57
940, 55, 7.39, 58
941, 53, 14.93, 56
942, 54, 9.65, 57
943, 54, 11.63, 57
944, 53, 11.03, 56
945, 54, 7.80, 57
946, 54, 6.21, 57
947, 53, 2.17, 56
948, 54, 6.47, 57
949, 54, 1.76, 57
950, 53, 4.90, 56
951, 54, 1.29, 57
952, 54, 6.50, 57
953, 53, 1.31, 56
954, 54, 2.78, 57
955, 55, 6.63, 58
956, 53, 6.81, 56
957, 54, 4.27, 57
958, 54, 5.77, 57
959, 53, 10.52, 56
960, 54, 8.38, 57
961, 54, 5.47, 57
962, 53, 1.88, 56
963, 54, 1.24, 57
964, 53, 1.15, 56
965, 54, 1.45, 57
966, 54, 1.90, 57
967, 53, 1.13, 56
968, 54, 1.30, 57
969, 54, 1.32, 57
970, 54, 1.56, 57
971, 54, 2.25, 57
972, 53, 10.45, 56
973, 54, 7.48, 57
974, 54, 10.68, 57
975, 53, 10.43, 56
976, 54, 15.94, 57
977, 54, 1.31, 57
978, 53, 1.86, 56
979, 53, 1.46, 56
980, 54, 1.39, 57
981, 53, 4.96, 56
982, 54, 5.78, 57
983, 54, 1.32, 57
984, 53, 1.24, 56
985, 54, 1.91, 57
986, 55, 1.26, 58
987, 53, 5.44, 56
988, 54, 1.61, 57
989, 81, 69.31, 138
990, 53, 5.68, 56
991, 54, 5.22, 57
992, 55, 13.64, 60
993, 53, 9.31, 56
994, 54, 4.34, 57
995, 54, 3.82, 57
996, 54, 4.37, 57
997, 55, 4.34, 59
998, 54, 4.74, 57
999, 54, 8.67, 57
1000, 54, 7.00, 57
