1402, 3, 0.15
1403, 84, 0.03
1404, 5, 0.02
1405, 5, 0.03
1406, 20, 0.03
1407, 6, 0.04
1408, 6, 0.06
1409, 5, 0.03
1410, 5, 0.03
1411, 6, 0.03
1412, 5, 0.02
1413, 5, 0.03
1414, 5, 0.03
1415, 5, 0.02
1416, 6, 0.02
1417, 6, 0.03
1418, 6, 0.02
1419, 6, 0.02
1420, 6, 0.02
1421, 5, 0.02
1422, 5, 0.02
1423, 5, 0.02
1424, 5, 0.02
1425, 6, 0.05
1426, 5, 0.03
1427, 5, 0.02
1428, 5, 0.03
1429, 5, 0.10
1430, 5, 0.08
1431, 5, 0.02
1432, 5, 0.03
1433, 6, 0.06
1434, 5, 0.02
1435, 5, 0.02
1436, 6, 0.03
1437, 5, 0.02
1438, 5, 0.03
1439, 5, 0.08
1440, 5, 0.07
1441, 5, 0.05
1442, 5, 0.02
1443, 5, 0.03
1444, 5, 0.02
1445, 5, 0.07
1446, 5, 0.02
1447, 5, 0.02
1448, 6, 0.03
1449, 5, 0.02
1450, 5, 0.02
1451, 5, 0.06
1452, 5, 0.02
1453, 5, 0.02
1454, 5, 0.04
1455, 5, 0.03
1456, 5, 0.02
1457, 5, 0.02
1458, 5, 0.02
1459, 5, 0.02
1460, 5, 0.02
1461, 5, 0.02
1462, 5, 0.07
1463, 5, 0.02
1464, 6, 0.03
1465, 5, 0.02
1466, 5, 0.03
1467, 5, 0.08
1468, 5, 0.03
1469, 5, 0.03
1470, 5, 0.08
1471, 5, 0.02
1472, 5, 0.08
1473, 5, 0.02
1474, 5, 0.02
1475, 5, 0.02
1476, 5, 0.04
1477, 5, 0.02
1478, 5, 0.02
1479, 6, 0.07
1480, 4, 0.02
1481, 5, 0.02
1482, 5, 0.02
1483, 5, 0.03
1484, 5, 0.09
1485, 6, 0.04
1486, 5, 0.02
1487, 5, 0.02
1488, 5, 0.05
1489, 5, 0.02
1490, 5, 0.02
1491, 5, 0.03
1492, 5, 0.02
1493, 5, 0.02
1494, 6, 0.10
1495, 5, 0.02
1496, 5, 0.02
1497, 6, 0.08
1498, 5, 0.03
1499, 5, 0.03
1500, 5, 0.03
1501, 5, 0.03
1502, 5, 0.02
1503, 5, 0.03
1504, 5, 0.02
1505, 5, 0.03
1506, 5, 0.02
1507, 5, 0.02
1508, 5, 0.11
1509, 5, 0.03
1510, 6, 0.02
1511, 5, 0.02
1512, 5, 0.02
1513, 5, 0.11
1514, 5, 0.03
1515, 5, 0.02
1516, 5, 0.02
1517, 5, 0.02
1518, 5, 0.09
1519, 5, 0.02
1520, 5, 0.03
1521, 5, 0.08
1522, 5, 0.02
1523, 5, 0.02
1524, 5, 0.03
1525, 6, 0.06
1526, 5, 0.03
1527, 5, 0.08
1528, 5, 0.02
1529, 5, 0.06
1530, 5, 0.02
1531, 5, 0.04
1532, 5, 0.02
1533, 5, 0.02
1534, 5, 0.02
1535, 5, 0.04
1536, 5, 0.02
1537, 5, 0.02
1538, 5, 0.03
1539, 5, 0.03
1540, 6, 0.08
1541, 5, 0.02
1542, 5, 0.03
1543, 5, 0.02
1544, 5, 0.02
