8456, 52, 37.55
8457, 273, 135.76
8458, 317, 128.34
8459, 569, 70.60
8460, 215, 244.92
8461, 312, 118.16
8462, 207, 195.79
8463, 212, 88.04
8464, 974, 39.39
8465, 2481, 1.77
8466, 481, 95.33
8467, 195, 257.44
8468, 1283, 30.52
8469, 1612, 7.23
8470, 356, 100.07
8471, 167, 433.68
8472, 151, 369.38
8473, 161, 201.69
8474, 324, 164.57
8475, 553, 67.78
8476, 1684, 5.82
8477, 1713, 11.36
8478, 601, 118.05
8479, 375, 92.95
8480, 1712, 30.26
8481, 734, 41.12
8482, 1347, 14.66
8483, 1259, 16.87
8484, 523, 99.28
8485, 1212, 17.18
8486, 528, 58.39
8487, 266, 152.80
8488, 190, 155.86
8489, 236, 113.32
8490, 428, 73.90
8491, 384, 157.13
8492, 171, 403.31
8493, 204, 214.01
8494, 176, 179.03
8495, 402, 142.40
8496, 403, 109.93
8497, 138, 287.19
8498, 63, 592.03
8499, 151, 173.00
8500, 141, 145.36
8501, 500, 98.12
8502, 293, 198.56
8503, 246, 73.94
8504, 270, 76.91
8505, 347, 92.76
8506, 458, 73.86
8507, 721, 26.14
8508, 732, 35.87
8509, 2129, 10.16
8510, 2279, 3.72
8511, 1736, 6.88
Sent: 35866 Returned: 35863 Missed: 0
Number of enqueues: 0
Number of errors: 0
